"","d1.53","d1.27","d1.18","d1.25","d1.29","d1.2","d1.16","d1.33","d1.13","d1.17","d1.50","d4.40","d1.6","d1.43","d1.5","d1.21","d1.49","d1.52","d1.41","d1.4","d1.38","d1.20","d1.3","d1.8","d1.26","d1.42","d4.34","d1.10","d1.31","d1.30","d1.32","d1.19","d1.47","d1.36","d1.11","d1.37","d1.9","d4.51","d1.39","d1.35","d1.45","d1.12","d1.22"
"hsa-miR-4287 hsa-mir-4287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4288 hsa-mir-4288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4289 hsa-mir-4289",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-4291 hsa-mir-4291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4292 hsa-mir-4292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4294 hsa-mir-4294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4295 hsa-mir-4295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4296 hsa-mir-4296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4297 hsa-mir-4297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4298 hsa-mir-4298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4301 hsa-mir-4301",1,0,0,0,0,24,0,1,10,0,1,0,4,8,12,0,8,1,26,0,0,1,3,4,1,20,0,7,1,17,0,0,0,0,15,0,6,42,9,2,1,1,1
"hsa-miR-4302 hsa-mir-4302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4303 hsa-mir-4303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4304 hsa-mir-4304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4305 hsa-mir-4305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4309 hsa-mir-4309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-431-5p hsa-mir-431",76,252,69,34,933,1001,3,1586,356,248,119,1033,96,154,430,37,516,1141,599,957,180,155,205,89,12,376,233,14,189,140,149,499,404,277,549,1191,589,490,140,128,200,967,482
"hsa-miR-4310 hsa-mir-4310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4311 hsa-mir-4311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4313 hsa-mir-4313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4314 hsa-mir-4314",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4315 hsa-mir-4315-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4315 hsa-mir-4315-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4316 hsa-mir-4316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4317 hsa-mir-4317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4319 hsa-mir-4319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-432-5p hsa-mir-432",782,225,195,49,7012,8430,20,5051,2000,1511,358,2822,28,1183,1061,99,1430,3778,1579,4587,394,381,1060,618,93,516,1161,237,67,650,1519,3211,608,1831,3569,1203,4483,716,491,749,49,3653,274
"hsa-miR-4320 hsa-mir-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4323 hsa-mir-4323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4325 hsa-mir-4325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4326 hsa-mir-4326",32,26,0,4,12,17,0,21,1,39,1,0,28,0,0,39,0,0,0,4,13,16,0,0,0,80,0,0,13,17,0,0,48,38,0,75,8,2,8,7,1,65,20
"hsa-miR-4327 hsa-mir-4327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4328 hsa-mir-4328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-433-5p hsa-mir-433",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,8
"hsa-miR-4418 hsa-mir-4418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"hsa-miR-4422 hsa-mir-4422",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,23,0
"hsa-miR-4423-5p hsa-mir-4423",0,11,13,16,0,0,28,0,1,0,0,0,17,0,35,24,0,1,0,43,0,28,0,23,1,0,0,0,21,0,0,0,0,0,18,0,0,20,56,0,28,24,0
"hsa-miR-4424 hsa-mir-4424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4426 hsa-mir-4426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0
"hsa-miR-4429 hsa-mir-4429",6,3,1,6,0,4,2,1,2,0,0,2,3,1,6,15,40,19,1,43,67,16,17,5,40,9,29,0,30,32,12,1,5,0,0,45,0,2,3,0,0,1,77
"hsa-miR-4430 hsa-mir-4430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"hsa-miR-4431 hsa-mir-4431",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4433a-5p hsa-mir-4433a",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,0,0,21,0,0,0,6,0,0,0,0,0,0,34,0,0,5,0,0,0,0
"hsa-miR-4433b-5p hsa-mir-4433b",314,653,65,238,274,803,6,598,291,26,0,268,219,192,220,459,243,368,1107,1819,1085,781,77,184,401,611,210,20,273,89,227,303,506,196,124,2041,1975,55,304,89,136,568,319
"hsa-miR-4434 hsa-mir-4434",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4435 hsa-mir-4435-1",42,33,29,0,64,92,0,110,18,28,0,81,43,0,0,40,68,11,93,21,18,9,71,25,11,23,39,0,113,1,0,42,218,0,123,70,129,0,0,1,1,20,1
"hsa-miR-4435 hsa-mir-4435-2",42,33,29,0,64,92,0,110,18,28,0,81,43,0,0,40,68,11,93,21,18,9,71,25,11,23,39,0,113,1,0,42,218,0,123,70,129,0,0,1,1,20,1
"hsa-miR-4436b-5p hsa-mir-4436b-1",0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4436b-5p hsa-mir-4436b-2",0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4437 hsa-mir-4437",0,13,0,0,0,55,0,0,0,0,0,69,0,0,0,19,0,0,0,0,0,50,36,25,0,55,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,282
"hsa-miR-4439 hsa-mir-4439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4443 hsa-mir-4443",0,13,0,0,17,0,0,0,0,0,0,0,0,10,0,19,0,0,0,16,0,1,8,22,0,17,7,0,25,0,0,0,0,0,0,0,3,8,0,0,0,58,1
"hsa-miR-4444 hsa-mir-4444-1",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4444 hsa-mir-4444-2",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4445-5p hsa-mir-4445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4446-5p hsa-mir-4446",0,0,0,0,17,0,0,0,0,0,0,0,11,0,0,1,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,33,0,0,0,0,0,22
"hsa-miR-4449 hsa-mir-4449",0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"hsa-miR-4450 hsa-mir-4450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4453 hsa-mir-4453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4454 hsa-mir-4454",34,3,12,3,45,0,2,25,32,26,0,66,102,5,43,4,26,94,139,65,53,2,3,95,15,65,56,0,88,49,1,10,0,94,82,43,14,78,34,0,19,175,30
"hsa-miR-4455 hsa-mir-4455",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"hsa-miR-4456 hsa-mir-4456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4458 hsa-mir-4458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4460 hsa-mir-4460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4462 hsa-mir-4462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4463 hsa-mir-4463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4464 hsa-mir-4464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4466 hsa-mir-4466",14,106,9,82,14,22,126,0,74,0,1,0,14,0,59,40,0,9,11,0,158,281,36,37,79,152,49,0,206,105,51,36,152,0,17,221,16,0,0,0,26,0,180
"hsa-miR-4467 hsa-mir-4467",0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,10,26,0,0,22,0,0,0,0,0,0,38,0,0,77,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4472 hsa-mir-4472-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4474-5p hsa-mir-4474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4475 hsa-mir-4475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4478 hsa-mir-4478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4481 hsa-mir-4481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4482-5p hsa-mir-4482",0,0,0,0,0,0,0,0,22,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0
"hsa-miR-4483 hsa-mir-4483",0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4485-5p hsa-mir-4485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4485-3p hsa-mir-4485",0,31,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,16,6,0,0,0,4
"hsa-miR-4486 hsa-mir-4486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4487 hsa-mir-4487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"hsa-miR-4488 hsa-mir-4488",0,16,0,40,0,0,19,0,0,38,0,3,2,0,1,26,0,0,0,3,96,19,2,36,11,391,1,7,113,14,0,0,57,36,34,253,0,7,17,0,0,0,5
"hsa-miR-4489 hsa-mir-4489",0,22,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,15,0,0,1,0,0,19,0,0,8,0,57,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4495 hsa-mir-4495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4497 hsa-mir-4497",0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,35,0,0,0,4,0,1,0
